Generation,rabbit,sheep,deer,wolf,human,plant_mass
738,1058,1100,534,162,2,525618233633896595456.00
739,1063,1102,536,162,2,525618233633896595456.00
740,1068,1106,536,162,2,525618233633896595456.00
741,1072,1107,537,162,2,525618233633896595456.00
742,1078,1108,539,162,2,525618233633896595456.00
743,1083,1110,540,162,2,525618233633896595456.00
744,1087,1112,542,162,2,525618233633896595456.00
745,1093,1112,543,162,2,525618233633896595456.00
746,1097,1114,545,162,2,525618233633896595456.00
747,1101,1111,546,162,2,525618233633896595456.00
748,1106,1114,547,162,2,525618233633896595456.00
749,1111,1115,549,162,2,525618233633896595456.00
750,1116,1118,550,162,2,525618233633896595456.00
751,1123,1117,552,162,2,525618233633896595456.00
752,1128,1117,555,162,2,525618233633896595456.00
753,1134,1118,558,162,2,525618233633896595456.00
754,1141,1118,560,162,2,525618233633896595456.00
755,1144,1120,562,162,2,525618233633896595456.00
756,1149,1121,563,162,2,525618233633896595456.00
757,1154,1122,565,162,2,525618233633896595456.00
758,1162,1124,567,162,2,525618233633896595456.00
759,1165,1124,570,162,2,525618233633896595456.00
760,1170,1125,573,162,2,525618233633896595456.00
761,1173,1126,574,162,2,525618233633896595456.00
762,1179,1128,576,162,2,525618233633896595456.00
763,1184,1132,576,162,2,525618233633896595456.00
764,1188,1130,577,162,2,525618233633896595456.00
765,1192,1132,579,162,2,525618233633896595456.00
766,1199,1133,579,162,2,525618233633896595456.00
767,1204,1134,580,162,2,525618233633896595456.00
768,1210,1139,582,162,2,525618233633896595456.00
769,1216,1142,584,162,2,525618233633896595456.00
770,1223,1142,583,162,2,525618233633896595456.00
771,1229,1145,585,162,2,525618233633896595456.00
772,1234,1147,585,162,2,525618233633896595456.00
773,1239,1147,586,162,2,525618233633896595456.00
774,1246,1151,587,162,2,525618233633896595456.00
775,1249,1152,588,162,2,525618233633896595456.00
776,1255,1153,589,162,2,525618233633896595456.00
777,1261,1154,589,162,2,525618233633896595456.00
778,1265,1155,590,162,2,525618233633896595456.00
779,1271,1153,591,162,2,525618233633896595456.00
780,1276,1153,591,162,2,525618233633896595456.00
781,1282,1153,592,162,2,525618233633896595456.00
782,1288,1153,593,162,2,525618233633896595456.00
783,1295,1156,594,162,2,525618233633896595456.00
784,1299,1157,596,162,2,525618233633896595456.00
785,1305,1159,596,162,2,525618233633896595456.00
786,1310,1158,597,162,2,525618233633896595456.00
787,1317,1159,597,162,2,525618233633896595456.00
788,1321,1159,598,162,2,525618233633896595456.00
789,1326,1161,599,162,2,525618233633896595456.00
790,1332,1165,601,162,2,525618233633896595456.00
791,1337,1166,602,162,2,525618233633896595456.00
792,1343,1169,604,162,2,525618233633896595456.00
793,1349,1172,606,162,2,525618233633896595456.00
794,1354,1170,607,162,2,525618233633896595456.00
795,1359,1170,609,162,2,525618233633896595456.00
796,1364,1171,611,162,2,525618233633896595456.00
797,1369,1174,611,162,2,525618233633896595456.00
798,1376,1173,610,162,2,525618233633896595456.00
799,1383,1172,611,162,2,525618233633896595456.00
800,1391,1171,611,162,2,525618233633896595456.00
801,1398,1170,611,162,2,525618233633896595456.00
802,1404,1171,612,162,2,525618233633896595456.00
803,1409,1169,613,162,2,525618233633896595456.00
804,1415,1170,614,162,2,525618233633896595456.00
805,1421,1169,616,162,2,525618233633896595456.00
806,1424,1167,618,162,2,525618233633896595456.00
807,1430,1166,619,162,2,525618233633896595456.00
808,1433,1165,617,162,2,525618233633896595456.00
809,1437,1167,617,162,2,525618233633896595456.00
810,1440,1164,616,162,2,525618233633896595456.00
811,1443,1164,615,162,2,525618233633896595456.00
812,1450,1165,615,162,2,525618233633896595456.00
813,1458,1167,617,162,2,525618233633896595456.00
814,1464,1164,616,162,2,525618233633896595456.00
815,1471,1164,614,162,2,525618233633896595456.00
816,1481,1162,614,162,2,525618233633896595456.00
817,1487,1161,614,162,2,525618233633896595456.00
818,1492,1162,615,162,2,525618233633896595456.00
819,1499,1160,617,162,2,525618233633896595456.00
820,1507,1159,617,162,2,525618233633896595456.00
821,1517,1157,618,162,2,525618233633896595456.00
822,1521,1159,621,162,2,525618233633896595456.00
823,1524,1160,623,162,2,525618233633896595456.00
824,1529,1159,625,162,2,525618233633896595456.00
825,1531,1159,627,162,2,525618233633896595456.00
826,1533,1159,629,162,2,525618233633896595456.00
827,1538,1163,628,162,2,525618233633896595456.00
828,1541,1160,629,162,2,525618233633896595456.00
829,1542,1159,631,162,2,525618233633896595456.00
830,1543,1160,632,162,2,525618233633896595456.00
831,1546,1156,634,162,2,525618233633896595456.00
832,1549,1156,637,162,2,525618233633896595456.00
833,1554,1155,639,162,2,525618233633896595456.00
834,1558,1151,639,162,2,525618233633896595456.00
835,1561,1149,640,162,2,525618233633896595456.00
836,1563,1149,640,162,2,525618233633896595456.00
837,1568,1143,640,162,2,525618233633896595456.00
838,1573,1140,640,162,2,525618233633896595456.00
839,1576,1137,643,162,2,525618233633896595456.00
840,1578,1135,643,162,2,525618233633896595456.00
841,1582,1133,644,162,2,525618233633896595456.00
842,1583,1132,644,162,2,525618233633896595456.00
843,1587,1132,644,162,2,525618233633896595456.00
844,1590,1130,645,162,2,525618233633896595456.00
845,1598,1128,646,162,2,525618233633896595456.00
846,1599,1123,643,162,2,525618233633896595456.00
847,1602,1123,642,162,2,525618233633896595456.00
848,1605,1123,643,162,2,525618233633896595456.00
849,1607,1121,643,162,2,525618233633896595456.00
850,1609,1122,642,164,2,525618233633896595456.00
851,1611,1122,642,165,2,525618233633896595456.00
852,1614,1121,642,169,2,525618233633896595456.00
853,1618,1121,642,174,2,525618233633896595456.00
854,1625,1122,641,176,2,525618233633896595456.00
855,1629,1118,641,176,2,525618233633896595456.00
856,1635,1116,645,176,2,525618233633896595456.00
857,1639,1114,647,176,2,525618233633896595456.00
858,1640,1114,647,176,2,525618233633896595456.00
859,1643,1113,648,178,2,525618233633896595456.00
860,1645,1110,647,180,2,525618233633896595456.00
861,1645,1108,647,181,2,525618233633896595456.00
862,1644,1108,647,182,2,525618233633896595456.00
863,1648,1107,647,182,2,525618233633896595456.00
864,1652,1105,648,182,2,525618233633896595456.00
865,1655,1101,650,182,2,525618233633896595456.00
866,1658,1097,652,182,2,525618233633896595456.00
867,1661,1095,654,182,2,525618233633896595456.00
868,1664,1097,657,182,2,525618233633896595456.00
869,1666,1097,661,182,2,525618233633896595456.00
870,1669,1093,662,183,2,525618233633896595456.00
871,1670,1093,664,184,2,525618233633896595456.00
872,1669,1089,666,185,2,525618233633896595456.00
873,1668,1090,666,186,2,525618233633896595456.00
874,1670,1088,666,186,2,525618233633896595456.00
875,1669,1087,667,186,2,525618233633896595456.00
876,1673,1085,669,189,2,525618233633896595456.00
877,1677,1085,671,193,2,525618233633896595456.00
878,1680,1084,671,197,2,525618233633896595456.00
879,1684,1085,672,200,2,525618233633896595456.00
880,1683,1085,673,203,2,525618233633896595456.00
881,1688,1086,677,203,2,525618233633896595456.00
882,1693,1084,679,203,2,525618233633896595456.00
883,1693,1085,681,203,2,525618233633896595456.00
884,1696,1085,679,203,2,525618233633896595456.00
885,1696,1084,678,205,2,525618233633896595456.00
886,1695,1084,678,207,2,525618233633896595456.00
887,1690,1087,680,210,2,525618233633896595456.00
888,1692,1089,681,212,2,525618233633896595456.00
889,1692,1086,681,215,2,525618233633896595456.00
890,1697,1086,681,217,2,525618233633896595456.00
891,1702,1085,684,220,2,525618233633896595456.00
892,1707,1086,685,224,2,525618233633896595456.00
893,1713,1082,686,226,2,525618233633896595456.00
894,1719,1082,687,229,2,525618233633896595456.00
895,1719,1081,684,232,2,525618233633896595456.00
896,1721,1081,686,232,2,525618233633896595456.00
897,1721,1081,686,235,2,525618233633896595456.00
898,1722,1080,686,238,2,525618233633896595456.00
899,1721,1081,685,239,2,525618233633896595456.00
900,1721,1078,685,241,2,525618233633896595456.00
901,1723,1076,685,243,2,525618233633896595456.00
902,1725,1074,685,245,2,525618233633896595456.00
903,1728,1073,687,248,2,525618233633896595456.00
904,1728,1072,691,249,2,525618233633896595456.00
905,1731,1070,693,250,2,525618233633896595456.00
906,1730,1068,694,254,2,525618233633896595456.00
907,1734,1070,692,257,2,525618233633896595456.00
908,1733,1069,693,260,2,525618233633896595456.00
909,1735,1070,691,263,2,525618233633896595456.00
910,1738,1068,691,268,2,525618233633896595456.00
911,1738,1068,691,271,2,525618233633896595456.00
912,1744,1068,693,274,2,525618233633896595456.00
913,1747,1068,695,276,2,525618233633896595456.00
914,1749,1066,693,276,2,525618233633896595456.00
915,1754,1065,691,276,2,525618233633896595456.00
916,1760,1063,692,277,2,525618233633896595456.00
917,1764,1061,690,278,2,525618233633896595456.00
918,1768,1061,690,279,2,525618233633896595456.00
919,1775,1061,689,281,2,525618233633896595456.00
920,1779,1060,690,283,2,525618233633896595456.00
921,1784,1062,689,285,2,525618233633896595456.00
922,1789,1063,689,288,2,525618233633896595456.00
923,1792,1060,690,291,2,525618233633896595456.00
924,1796,1059,692,291,2,525618233633896595456.00
925,1799,1061,693,291,2,525618233633896595456.00
926,1803,1060,692,292,2,525618233633896595456.00
927,1805,1058,691,293,2,525618233633896595456.00
928,1808,1058,692,293,2,525618233633896595456.00
929,1810,1058,694,293,2,525618233633896595456.00
930,1812,1055,695,295,2,525618233633896595456.00
931,1816,1054,695,297,2,525618233633896595456.00
932,1815,1051,695,299,2,525618233633896595456.00
933,1815,1050,696,302,2,525618233633896595456.00
934,1814,1053,695,304,2,525618233633896595456.00
935,1813,1057,694,307,2,525618233633896595456.00
936,1814,1058,695,309,2,525618233633896595456.00
937,1814,1059,693,311,2,525618233633896595456.00
938,1814,1060,693,314,2,525618233633896595456.00
939,1815,1062,693,317,2,525618233633896595456.00
940,1817,1064,694,319,2,525618233633896595456.00
941,1817,1067,693,323,2,525618233633896595456.00
942,1819,1066,692,326,2,525618233633896595456.00
943,1824,1067,691,327,2,525618233633896595456.00
944,1825,1069,689,329,2,525618233633896595456.00
945,1827,1069,687,333,2,525618233633896595456.00
946,1831,1070,684,335,2,525618233633896595456.00
947,1832,1069,684,338,2,525618233633896595456.00
948,1834,1068,684,342,2,525618233633896595456.00
949,1840,1070,683,346,2,525618233633896595456.00
950,1844,1069,684,350,2,525618233633896595456.00
951,1849,1069,684,355,2,525618233633896595456.00
952,1853,1070,686,358,2,525618233633896595456.00
953,1857,1074,687,362,2,525618233633896595456.00
954,1863,1075,688,366,2,525618233633896595456.00
955,1866,1074,688,371,2,525618233633896595456.00
956,1867,1074,687,374,2,525618233633896595456.00
957,1868,1076,687,379,2,525618233633896595456.00
958,1871,1074,688,383,2,525618233633896595456.00
959,1873,1074,688,388,2,525618233633896595456.00
960,1875,1072,686,390,2,525618233633896595456.00
961,1879,1069,687,392,2,525618233633896595456.00
962,1884,1068,686,394,2,525618233633896595456.00
963,1886,1066,684,396,2,525618233633896595456.00
964,1890,1065,684,399,2,525618233633896595456.00
965,1888,1062,684,401,2,525618233633896595456.00
966,1890,1062,684,405,2,525618233633896595456.00
967,1893,1060,683,409,2,525618233633896595456.00
968,1894,1058,683,410,2,525618233633896595456.00
969,1896,1057,681,410,2,525618233633896595456.00
970,1896,1055,679,412,2,525618233633896595456.00
971,1899,1059,679,413,2,525618233633896595456.00
972,1901,1060,679,413,2,525618233633896595456.00
973,1904,1060,680,413,2,525618233633896595456.00
974,1908,1061,682,415,2,525618233633896595456.00
975,1914,1061,682,415,2,525618233633896595456.00
976,1921,1061,683,416,2,525618233633896595456.00
977,1924,1062,683,416,2,525618233633896595456.00
978,1926,1063,683,423,2,525618233633896595456.00
979,1931,1063,684,429,2,525618233633896595456.00
980,1928,1064,683,435,2,525618233633896595456.00
981,1929,1065,681,443,2,525618233633896595456.00
982,1929,1065,682,445,2,525618233633896595456.00
983,1931,1063,683,447,2,525618233633896595456.00
984,1932,1064,684,448,2,525618233633896595456.00
985,1933,1066,684,449,2,525618233633896595456.00
986,1934,1071,683,451,2,525618233633896595456.00
987,1939,1074,683,453,2,525618233633896595456.00
988,1940,1077,684,455,2,525618233633896595456.00
989,1940,1078,683,458,2,525618233633896595456.00
990,1944,1079,684,463,2,525618233633896595456.00
991,1946,1081,685,464,2,525618233633896595456.00
992,1950,1085,686,464,2,525618233633896595456.00
993,1953,1083,688,466,2,525618233633896595456.00
994,1955,1081,689,472,2,525618233633896595456.00
995,1955,1084,690,474,2,525618233633896595456.00
996,1956,1082,690,476,2,525618233633896595456.00
997,1957,1081,692,480,2,525618233633896595456.00
998,1958,1084,693,481,2,525618233633896595456.00
999,1957,1086,693,485,2,525618233633896595456.00
1000,1959,1087,692,490,2,525618233633896595456.00
